2,128,3.21357,512478
6,128,3.1813,512478
7,128,3.17824,512478
2,256,3.32982,512478
6,256,3.21724,512478
7,256,3.17924,512478
2,512,0.0958297,5.41666e+07
6,512,0.0710375,-nan
7,512,3.14077,512478
2,1024,0.0657268,5.41666e+07
6,1024,0.10269,-nan
7,1024,3.19825,512478
0,64,2.47128,512478
0,128,2.47445,512478
0,128,2.47407,512478
0,128,2.47441,512478
0,128,2.45967,512478
0,128,2.46026,512478
0,128,2.45584,512478
0,128,2.47066,512478
0,128,2.47536,512478
0,128,2.46682,512478
0,128,2.46313,512478
0,128,2.46011,512478
0,128,2.46882,512478
0,128,2.47083,512478
0,128,2.46643,512478
0,128,2.47613,512478
0,128,2.47258,512478
0,128,2.47317,512478
0,128,2.47233,512478
0,128,2.46588,512478
0,128,2.47978,512478
0,128,2.46616,512478
0,128,2.46911,512478
0,64,2.46544,512478
0,64,2.48666,512478
0,64,2.47763,512478
0,64,2.47568,512478
0,64,2.46656,512478
0,64,2.48212,512478
0,64,2.48164,512478
0,64,2.21975,512477
0,64,2.48052,512478
0,64,2.4792,512478
0,64,2.38034,512478
0,64,2.39314,512478
0,64,2.26764,512477
0,64,2.23391,512478
0,64,2.07437,512477
0,64,2.44436,512478
0,64,2.44628,512478
0,64,2.07736,512477
